,주소,상세주소,지역코드,대분류,중분류,소분류,콘텐츠ID,콘텐츠타입ID,등록일,행사 종료,행사 시작,firstimage,firstimage2,mapx,mapy,mlevel,수정일,조회수,시군구코드,전화번호,제목
237,경기도 용인시 처인구 포곡읍 에버랜드로 199,(포곡읍),31,A02,A0207,A02070200,1020950,15,20100513140150,20210613,20210514,http://tong.visitkorea.or.kr/cms/resource/40/2493240_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/2493240_image2_1.JPG,127.2040721101,37.2939343647,6,20210518151802,89534,23,031-320-5000,에버랜드 로즈가든
238,경기도 용인시 처인구 포곡읍 에버랜드로 199,,31,A02,A0207,A02070200,1316398,15,20110624144211,20210829,20210618,http://tong.visitkorea.or.kr/cms/resource/53/2496353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2496353_image2_1.jpg,127.2131685506,37.2924319247,6,20210709131614,72308,23,031-320-5000,에버랜드 썸머워터펀
239,경기도 용인시 처인구 포곡읍 에버랜드로 199,,31,A02,A0207,A02070200,1247247,15,20110331112102,20210430,20210326,http://tong.visitkorea.or.kr/cms/resource/71/2539471_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/71/2539471_image2_1.JPG,127.2131685506,37.2924319247,6,20210412110424,285375,23,031-320-5000,에버랜드 튤립가든
240,경기도 용인시 처인구 포곡읍 에버랜드로 199,,31,A02,A0207,A02070200,1121900,15,20101103092957,20210301,20201120,http://tong.visitkorea.or.kr/cms/resource/85/2515085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2515085_image2_1.jpg,127.2131685506,37.2924319247,6,20210217103853,74676,23,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,에버랜드 Winter Wishes 2021
241,전라남도 여수시 돌산읍 돌산로 3617-18,,38,A02,A0208,A02081300,2494465,15,20170530160954,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/45/2703945_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2703945_image2_1.jpg,127.7369794626,34.7297302429,6,20210115151756,20113,13,1522-8905,여수 음악불꽃크루즈 2021
242,서울특별시 중구 장충단로 59,(장충동2가),1,A02,A0207,A02070200,2492588,15,20170516112737,20210724,20210702,http://tong.visitkorea.or.kr/cms/resource/49/2722249_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/49/2722249_image2_1.jpeg,126.9992473208,37.5519729781,6,20210621163107,4315,24,02-2280-4114,여우樂 페스티벌
243,경기도 여주시 흥천면 귀백리 38-8번지 일원,,31,A02,A0207,A02070200,2541370,15,20180402134709,20210411,20210409,http://tong.visitkorea.or.kr/cms/resource/68/2541368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2541368_image2_1.jpg,127.5583690338,37.3480678646,6,20210316154830,3652,20,031-887-3875,여주 흥천남한강벚꽃축제
244,서울특별시 종로구 대학로 144,,1,A02,A0208,A02080200,1284561,15,20110523170404,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/34/2037934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2037934_image3_1.jpg,127.0020350484,37.5839831970,6,20210225113247,59407,23,02-747-2070,연극 라이어 (대학로)
245,서울특별시 종로구 대학로 128,(동숭동),1,A02,A0208,A02080200,1812721,15,20130523105534,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/77/2037877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2037877_image3_1.jpg,127.0021350751,37.5827166790,6,20210224103243,8865,23,070-8129-7420,연극 수상한 흥신소
246,서울특별시 종로구 우정국로 55,,1,A02,A0207,A02070200,531460,15,20080414165603,20210530,20210514,http://tong.visitkorea.or.kr/cms/resource/82/2553482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2553482_image2_1.jpg,126.9815038890,37.5733035136,6,20210427180911,128875,23,02-2011-1744∼7,연등회
247,온라인개최,,1,A02,A0207,A02070200,2642292,15,20191224143805,20210101,20201231,http://tong.visitkorea.or.kr/cms/resource/55/2702555_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2702555_image2_1.JPG,127.0594429796,37.5117148467,6,20201231091359,0,1,02-751-9356,영동대로 카운트다운 2021
248,충청북도 영동군 영동읍 영동황간로 122,,33,A02,A0207,A02070200,142191,15,20070813000000,20210915,20210817,http://tong.visitkorea.or.kr/cms/resource/52/2726952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2726952_image2_1.jpg,127.7819599172,36.1640162222,6,20210727090112,84410,4,043-744-8916~8,영동포도축제
249,서울특별시 영등포구 신길로 275,(영등포동),1,A02,A0207,A02070200,1634590,15,20120530170909,20210611,20210611,http://tong.visitkorea.or.kr/cms/resource/29/2492729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2492729_image2_1.jpg,126.9121007163,37.5161700211,6,20210521101622,9400,20,영등포문화원 02-846-0155~6,영등포 단오축제
250,서울특별시 영등포구 여의서로,,1,A02,A0207,A02070200,525755,15,20120312172049,20210430,20210405,http://tong.visitkorea.or.kr/cms/resource/52/1607952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1607952_image3_1.jpg,126.9141334174,37.5320321034,6,20210401172258,746805,20,02-2670-3114,영등포 여의도봄꽃축제
251,광주광역시 서구 서창둑길 377,,5,A02,A0207,A02070200,2561700,15,20181001100540,20211011,20211008,http://tong.visitkorea.or.kr/cms/resource/12/2730012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2730012_image2_1.jpg,126.8287823667,35.1384854339,6,20210803133700,2151,5,062-350-4792,영산강 서창들녘 억새축제
252,강원도 영월군 영월읍 제방안길 100,,32,A02,A0207,A02070200,292835,15,20050329110323,20210502,20210430,http://tong.visitkorea.or.kr/cms/resource/91/2539691_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2539691_image2_1.jpg,128.4595900002,37.1786125178,6,20210322141527,37550,8,033-375-6353,영월 단종문화제
253,경상북도 영주시 대학로 77,(휴천동),35,A02,A0207,A02070200,1632810,15,20120524104106,20210530,20210529,http://tong.visitkorea.or.kr/cms/resource/63/2718263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2718263_image2_1.jpg,128.6147843254,36.8045917160,6,20210526090130,37545,14,054)630~8706~9,영주 소백산철쭉제
254,경상북도 예천군 예천읍 남본리,310-1,35,A02,A0207,A02070200,1937428,15,20140728101454,20211017,20211015,http://tong.visitkorea.or.kr/cms/resource/94/2725694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2725694_image2_1.jpg,128.4524337395,36.6530143464,6,20210714103912,15971,16,054-650-6045,예천세계활축제
255,경상북도 문경시 문경읍 새재로 932,,35,A02,A0207,A02070200,1939183,15,20140805133330,20210821,20210821,http://tong.visitkorea.or.kr/cms/resource/82/2721582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2721582_image2_1.jpg,128.0769835905,36.7615977206,6,20210616164912,16593,7,053-754-7981,오감만족 문경새재맨발페스티벌
256,경기도 가평군 상면 수목원로 432,(상면),31,A02,A0207,A02070200,663045,15,20081205173521,20210314,20201204,http://tong.visitkorea.or.kr/cms/resource/21/2689521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2689521_image2_1.jpg,127.3525845994,37.7448402954,6,20201130161907,575986,1,1544-6703,오색별빛정원전 2021
257,강원도 원주시 지정면 오크밸리1길 66,,32,A02,A0207,A02070200,2588321,15,20190111152601,20211231,20210101,,,127.8177986180,37.4346459591,6,20210520171000,89,9,033-730-3146,오크밸리 3D 라이팅쇼 '소나타오브라이트'
258,서울특별시 종로구 대학로10길 24,(동숭동),1,A02,A0208,A02080200,1014398,15,20100504144441,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/10/2035910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2035910_image3_1.jpg,127.0035183141,37.5815918348,6,20210126141036,48826,23,02-764-8760,옥탑방고양이
259,제주특별자치도 서귀포시 중문관광로 224,(중문동),39,A02,A0207,A02070200,1796048,15,20130218114303,20210815,20210813,http://tong.visitkorea.or.kr/cms/resource/41/2726041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2726041_image2_1.jpg,126.4244653377,33.2413184576,6,20210716094530,16795,3,064-722-3288,온·오프라인 로하스박람회
260,온라인개최,(장승포동),36,A02,A0207,A02070200,650951,15,20081112154018,20210115,20201216,http://tong.visitkorea.or.kr/cms/resource/96/2693296_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/96/2693296_image2_1.png,128.7296921278,34.8669130314,6,20201207162452,20520,1,055-681-2233,온라인 거제대구수산물축제 2020
261,온라인개최,,33,A02,A0207,A02070200,650690,15,20081112095636,20210205,20210118,http://tong.visitkorea.or.kr/cms/resource/71/2702371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2702371_image2_1.jpg,127.7819682486,36.1640606617,6,20210106104518,33365,4,043-745-8916~8,온라인 영동곶감축제(장터) 2021
262,온라인 개최,,36,A02,A0207,A02070200,2497876,15,20170627153832,20210917,20210726,http://tong.visitkorea.or.kr/cms/resource/86/2731586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2731586_image2_1.jpg,128.1658199314,35.5667020135,6,20210811093928,9958,21,055-930-4666,온라인 합천바캉스축제
263,온라인개최,,36,A02,A0207,A02070200,1499645,15,20111219154320,20210117,20210107,http://tong.visitkorea.or.kr/cms/resource/21/2702321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2702321_image2_1.jpg,127.8365066809,35.2743485813,6,20210517161717,17797,9,055-973-0085,온라인으로 즐기는 지리산 산청곶감축제 2021
264,충청남도 보령시 대해로 897-15,(신흑동),34,A02,A0207,A02070200,506534,15,20080307094024,20210801,20210723,http://tong.visitkorea.or.kr/cms/resource/47/2689747_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/47/2689747_image2_1.png,126.5170387613,36.3045418755,6,20210716134657,510498,5,041-930-0891,온앤오프 보령머드축제
265,온라인개최,,3,A02,A0207,A02070200,2598927,15,20190424104518,20210214,20201031,http://tong.visitkorea.or.kr/cms/resource/36/2680036_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/36/2680036_image2_1.png,127.4332198383,36.3296133060,6,20201104103544,60,2,042-250-1274,온택트 대전 토토즐 페스티벌 2020
266,전라북도 완주군 구이면 덕천전원길 232-58,,37,A02,A0207,A02070200,2598663,15,20190423104537,20210523,20210522,http://tong.visitkorea.or.kr/cms/resource/07/2717307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2717307_image2_1.jpg,127.1361790273,35.7260602293,6,20210518163047,20,8,063-290-2622,완주 프러포즈축제
267,울산광역시 중구 병영12길 15,(동동),7,A02,A0207,A02070200,1849463,15,20131007154242,20211010,20211008,http://tong.visitkorea.or.kr/cms/resource/76/2719676_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2719676_image2_1.JPG,129.3474827915,35.5748534232,6,20210607133729,11131,1,052-716-5007,외솔한글한마당
268,울산광역시 울주군 삼남읍 울산역로 255,,7,A02,A0208,A02081300,2681613,15,20201111170110,20211112,20211110,http://tong.visitkorea.or.kr/cms/resource/39/2714039_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2714039_image2_1.jpg,129.1311799982,35.5556348578,6,20210617145420,0,5,052-255-1853,울산 국제수소에너지전시회 및 포럼(H2WORLD)
269,울산광역시 북구 달천철장길 58,,7,A02,A0207,A02070200,538458,15,20080417131240,20211024,20211022,http://tong.visitkorea.or.kr/cms/resource/40/2710340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2710340_image2_1.jpg,129.3294493702,35.6336492470,6,20210319144957,47297,4,052-293-3500,울산 쇠부리축제
270,울산광역시 울주군 삼남읍 울산역로 255,,7,A02,A0208,A02081300,2681742,15,20201112160844,20211022,20211020,http://tong.visitkorea.or.kr/cms/resource/38/2714038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2714038_image2_1.jpg,129.1311799982,35.5556348578,6,20210419143136,0,5,052-255-1852,울산안전산업위크(SAFETY WEEK)
271,강원도 원주시 판부면 서곡리 1632-2,,32,A02,A0207,A02070200,2602974,15,20190523140133,20210606,20210515,http://tong.visitkorea.or.kr/cms/resource/99/2717699_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/99/2717699_image2_1.jpeg,127.9382587109,37.2868069456,6,20210521141718,16,9,033-764-4443,원주 용수골꽃양귀비축제
272,강원도 원주시 한지공원길 151,,32,A02,A0207,A02070200,506788,15,20080307144004,20210530,20210501,http://tong.visitkorea.or.kr/cms/resource/53/2711053_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/53/2711053_image2_1.jpeg,127.9353798084,37.3343736211,6,20210325170435,37989,9,033-734-4739,원주한지문화제
273,인천광역시 중구 월미문화로 21,(북성동1가),2,A02,A0208,A02081300,2495836,15,20170612151952,20211231,20210201,http://tong.visitkorea.or.kr/cms/resource/46/2703946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2703946_image2_1.jpg,126.5984970903,37.4764857358,6,20210115152355,12322,10,1522-8905,월미도 음악불꽃크루즈 2021
274,충청남도 예산군 덕산면 덕산온천로 183-5,,34,A02,A0207,A02070200,1574707,15,20120322132329,20210530,20210429,http://tong.visitkorea.or.kr/cms/resource/06/2714006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2714006_image2_1.jpg,126.6525108898,36.6874585328,6,20210421141750,21942,11,041-338-9514,윤봉길 평화축제
275,충북 음성군 금왕읍 무극리 519-4,,33,A02,A0207,A02070200,2699287,15,20201216164305,20211010,20211006,http://tong.visitkorea.or.kr/cms/resource/78/2699278_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/78/2699278_image2_1.jpeg,127.5882432031,36.9898653154,6,20210217103922,0,6,043-873-8940,음성명작페스티벌 2021
276,경기도 의정부시 의정로 1,(의정부동),31,A02,A0207,A02070200,141865,15,20070514000000,20211114,20211105,http://tong.visitkorea.or.kr/cms/resource/82/2661882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2661882_image2_1.jpg,127.0340500917,37.7334330545,6,20210723134729,32962,25,031-828-5841,의정부 음악극축제
277,서울특별시 영등포구 여의공원로 101,국민일보 빌딩 지하2층 영산아트홀,1,A02,A0207,A02070200,1539730,15,20120116151316,20210808,20210807,http://tong.visitkorea.or.kr/cms/resource/20/2726320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2726320_image2_1.jpg,126.9249130673,37.5293242775,6,20210719172509,14964,20,02-332-5545,이럴때 이런음악 '해설이 있는 청소년음악회'_영산아트홀
278,대구광역시 달서구 두류공원로 200,,4,A02,A0207,A02070200,1904626,15,20140311142841,20210404,20210320,http://tong.visitkorea.or.kr/cms/resource/11/2647111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2647111_image2_1.jpg,128.5665129257,35.8527158532,6,20210308130714,201303,2,053-620-0001,이월드 별빛벚꽃시즌 '다시 벚꽃 피다'
279,대구광역시 달서구 두류공원로 200,,4,A02,A0207,A02070200,1971931,15,20141209111425,20210301,20201121,http://tong.visitkorea.or.kr/cms/resource/66/2703866_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2703866_image2_1.jpg,128.5648324581,35.8548822436,6,20210115113703,233514,2,053-620-0001,이월드 별빛축제 2021
280,대구광역시 달서구 두류공원로 200,(두류동),4,A02,A0207,A02070200,2713301,15,20210407164858,20210502,20210417,http://tong.visitkorea.or.kr/cms/resource/93/2713293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2713293_image2_1.jpg,128.5648463453,35.8548989086,6,20210415163744,0,2,053-620-0001,이월드 봄꽃시즌 2 : 유채한 봄
281,대구광역시 달서구 두류공원로 200,(두류동),4,A02,A0207,A02070200,2605266,15,20190604162613,20210801,20210501,http://tong.visitkorea.or.kr/cms/resource/07/2713607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2713607_image2_1.jpg,128.5648463453,35.8548989086,6,20210412160243,0,2,053-620-0001,이월드 봄꽃시즌 3 : 수국아일랜드
282,대구광역시 달서구 두류공원로 200,(두류동),4,A02,A0207,A02070200,2385656,15,20160527165953,20210831,20210716,http://tong.visitkorea.or.kr/cms/resource/13/2659413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2659413_image2_1.jpg,128.5648324581,35.8548822436,6,20210707091525,20449,2,053-620-0001,이월드 아쿠아판타지
283,대구광역시 달서구 두류공원로 200,(두류동),4,A02,A0207,A02070200,2498459,15,20170630101509,20210831,20210619,http://tong.visitkorea.or.kr/cms/resource/96/2721896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2721896_image2_1.jpg,128.5648324581,35.8548822436,6,20210701135630,21509,2,053-620-0001,이월드 여름축제 <호러 어드벤처>
284,경기도 이천시 신둔면 도자예술로5번길 109,,31,A02,A0207,A02070200,527710,15,20080402101632,20211010,20211001,http://tong.visitkorea.or.kr/cms/resource/38/2536038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2536038_image2_1.jpg,127.3857028989,37.2931488494,6,20210728140249,163739,26,031-645-3091~5,이천도자기축제
285,전라북도 익산시 왕궁면 궁성로 666,,37,A02,A0207,A02070200,2552235,15,20180628130842,20211010,20211008,http://tong.visitkorea.or.kr/cms/resource/93/2621593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2621593_image2_1.jpg,127.0557186642,35.9715781122,6,20210723141708,2491,9,063-859-5793,익산문화재야행
286,인천광역시 중구 신포로27번길 80,,2,A02,A0207,A02070200,2408959,15,20160905140452,20210704,20210701,http://tong.visitkorea.or.kr/cms/resource/72/2721172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2721172_image2_1.jpg,126.6215617279,37.4737642366,6,20210615133143,7584,10,032-899-7426,인천 개항장 문화재 야행
287,인천광역시 연수구 센트럴로 350,(송도동),2,A02,A0207,A02070100,561027,15,20080519100828,20211010,20211009,http://tong.visitkorea.or.kr/cms/resource/71/2731571_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2731571_image2_1.jpg,126.6324847807,37.4078332011,6,20210805142815,73018,8,1899-7188,인천 펜타포트 락페스티벌
288,인천광역시 연수구 센트럴로 123,(송도동),2,A02,A0207,A02070200,1129018,15,20101116144425,20211128,20211125,http://tong.visitkorea.or.kr/cms/resource/84/2729284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2729284_image2_1.jpg,126.6455452451,37.3881746028,6,20210802125521,2805,8,070-4895-0879,인천국제디자인페어
289,인천광역시 연수구 센트럴로 123,(송도동),2,A02,A0208,A02081300,2674394,15,20200928165300,20210701,20210630,http://tong.visitkorea.or.kr/cms/resource/91/2723591_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2723591_image2_1.jpg,126.6455591327,37.3881662706,6,20210628101150,0,8,02-2152-5085,인천국제해양포럼
290,인천광역시 미추홀구 미추홀대로 716,(주안동),2,A02,A0207,A02070200,1327486,15,20110708104257,20210711,20210708,http://tong.visitkorea.or.kr/cms/resource/04/2722004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2722004_image2_1.jpg,126.6806289059,37.4613528325,6,20210618153610,7162,3,032-330-3080,인천여성영화제
291,충청남도 공주시 사곡면 유구마곡사로 1231,(사곡면),34,A02,A0207,A02070200,1992088,15,20150317110000,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/96/1992096_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/1992096_image2_1.JPG,127.0213533746,36.5572993817,6,20210217101911,122738,1,041-841-5220~1,장승마을 빛 축제 2021
292,전라남도 목포시 남농로 102,(용해동),38,A02,A0208,A02081300,2714771,15,20210428102436,20211031,20210901,http://tong.visitkorea.or.kr/cms/resource/70/2714770_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/70/2714770_image2_1.png,126.4182854798,34.7917871569,6,20210520170319,0,8,061-280-5872,전남국제수묵비엔날레
293,전라북도 전주시 완산구 전라감영로 55,(중앙동4가),37,A02,A0207,A02070200,2717320,15,20210514171514,20210627,20210508,http://tong.visitkorea.or.kr/cms/resource/17/2717317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2717317_image2_1.jpg,127.1459424630,35.8166417663,,20210514172804,0,12,063-232-9938,전라감영이 돌아왔다
294,전라북도 전주시 완산구 기린대로 99,(남노송동),37,A02,A0208,A02081300,2547013,15,20180511160656,20211030,20210515,http://tong.visitkorea.or.kr/cms/resource/66/2721966_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2721966_image2_1.jpg,127.1536778411,35.8183333748,6,20210617174118,1576,12,063-236-1577,전라북도 거리극축제 노상놀이야
295,서울특별시 용산구 이태원로 29,(용산동1가),1,A02,A0208,A02081300,2385582,15,20160527153327,20210630,20210601,http://tong.visitkorea.or.kr/cms/resource/37/2718437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2718437_image2_1.jpg,126.9784385198,37.5373270838,6,20210526151431,5542,21,"02-709-3143, 3145",전쟁기념관 현충일 온라인 그림그리기 대회
296,전라북도 전주시 완산구 태조로 44,(풍남동3가),37,A02,A0207,A02070200,2717506,15,20210517175040,20211010,20210522,http://tong.visitkorea.or.kr/cms/resource/03/2717503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2717503_image2_1.jpg,127.1493699447,35.8162807559,,20210517175040,0,12,063-232-9938,전주 경기전 '수복청 상설공연'
297,전라북도 전주시 완산구 태조로 44,(풍남동3가),37,A02,A0207,A02070200,2544610,15,20180426131921,20211002,20210522,http://tong.visitkorea.or.kr/cms/resource/81/2717381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2717381_image2_1.jpg,127.1493588361,35.8162252063,6,20210517102335,5357,12,063-232-9938,전주 한옥마을 경기전 '왕과의 산책'
298,전라북도 전주시 완산구 태조로 44,(풍남동3가),37,A02,A0208,A02081300,2659776,15,20200612162925,20211002,20210522,http://tong.visitkorea.or.kr/cms/resource/02/2717602_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2717602_image2_1.jpg,127.1493699447,35.8162807559,6,20210706095340,0,12,063-232-9938,전주 한옥마을 '경기전 사람들'
299,전라북도 전주시 완산구 현무1길 20,(경원동3가),37,A02,A0207,A02070200,506838,15,20080307154148,20210507,20210505,http://tong.visitkorea.or.kr/cms/resource/23/2378023_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2378023_image2_1.JPG,127.1482671501,35.8206802363,6,20210407165625,41602,12,063-271-2503,전주 한지문화축제
300,전라북도 전주시 완산구 전주객사4길 46,,37,A02,A0207,A02070200,531318,15,20080414140749,20210508,20210429,http://tong.visitkorea.or.kr/cms/resource/90/1996790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1996790_image2_1.jpg,127.1437203505,35.8200080116,6,20210520160045,34148,12,063-288-5433,전주국제영화제
301,전라북도 전주시 완산구 풍남문4길 27,,37,A02,A0207,A02070200,293034,15,20060310170605,20210531,20210515,http://tong.visitkorea.or.kr/cms/resource/81/2549481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2549481_image2_1.jpg,127.1451981307,35.8148836206,6,20210511134740,15128,12,063-252-6792,전주대사습놀이
302,전라북도 전주시 완산구 전주천동로 20,(교동),37,A02,A0208,A02081300,1945450,15,20140901093440,20211014,20211008,http://tong.visitkorea.or.kr/cms/resource/76/2725176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2725176_image2_1.jpg,127.1586775554,35.8122508208,6,20210712094709,14158,12,진도서관 책읽는도시팀)063-281-6514,전주독서대전
303,전라북도 전주시 완산구 태조로 44,(풍남동3가),37,A02,A0207,A02070200,2393544,15,20160718113209,20210619,20210618,http://tong.visitkorea.or.kr/cms/resource/01/2718901_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2718901_image2_1.jpg,127.1493699447,35.8162807559,6,20210608144403,38277,12,063-232-9937,전주문화재야행
304,전라북도 전주시 덕진구 소리로 31,(덕진동1가),37,A02,A0207,A02070200,574969,15,20080616152402,20211003,20210929,http://tong.visitkorea.or.kr/cms/resource/01/2718101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2718101_image2_1.jpg,127.1376921847,35.8553233330,6,20210601171946,56121,12,063-232-8394,전주세계소리축제
305,전라북도 전주시 완산구 쑥고개로 259,(효자동2가),37,A02,A0207,A02070200,1793538,15,20130205171553,20210214,20210211,http://tong.visitkorea.or.kr/cms/resource/91/1605591_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1605591_image3_1.jpg,127.0930836796,35.8012592666,6,20210224143821,4674,12,063-228-6485,전주역사박물관 설날 세시풍속 한마당
306,전라북도 전주시 완산구 전라감영로 55,(중앙동4가),37,A02,A0207,A02070200,2724422,15,20210706142741,20210930,20210701,http://tong.visitkorea.or.kr/cms/resource/21/2724421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2724421_image2_1.jpg,127.1459424630,35.8166417663,6,20210706175325,0,12,063-236-1577,"전통의 전주, 살아있는 전라감영"
307,서울특별시 양천구 목동서로 225,(목동),1,A02,A0208,A02081300,2545174,15,20180430132052,20210421,20210414,http://tong.visitkorea.or.kr/cms/resource/62/2710662_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2710662_image2_1.jpg,126.8707958384,37.5271541181,6,20210517154843,777,19,"02-744-8066, 070-5213-0038/2806",젊은안무자창작공연
308,인천광역시 서구 염곡로464번길 15,(가정동),2,A02,A0207,A02070200,2553977,15,20180717133209,20211031,20210827,http://tong.visitkorea.or.kr/cms/resource/38/2730738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2730738_image2_1.jpg,126.6711196278,37.5264450979,6,20210804100025,1397,7,032-510-6044~5,정서진피크닉클래식
309,강원도 정선군 정선읍 애산로 37,,32,A02,A0207,A02070200,2596000,15,20190409173159,20210904,20210703,http://tong.visitkorea.or.kr/cms/resource/67/2663267_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/67/2663267_image2_1.png,128.6715123775,37.3741912507,6,20210629094630,8,11,033-560-3016,정선 아라리촌 놀이마당
310,강원도 정선군 정선읍 애산로 51,,32,A02,A0208,A02081300,2446020,15,20161206092048,20211127,20210402,,,128.6715234213,37.3763882199,6,20210416153643,14342,11,033-560-3017,정선아리랑극 아리아라리
311,강원도 정선군 정선읍 애산로 165,(정선읍),32,A02,A0207,A02070200,1676949,15,20120723164341,20210828,20210826,http://tong.visitkorea.or.kr/cms/resource/13/2729513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2729513_image2_1.jpg,128.6721063518,37.3880396656,6,20210802160323,20111,11,아라리인형의집 033-563-9667,정선인형극제
312,경기도 남양주시 조안면 다산로747번길 11,,31,A02,A0207,A02070200,1720025,15,20120917130341,20211023,20211022,http://tong.visitkorea.or.kr/cms/resource/09/2709809_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/2709809_image2_1.JPG,127.2992321483,37.5164880709,6,20210520154328,24854,9,031)590-2474,정약용 문화제
313,광주광역시 동구 구성로 263,(계림동),5,A02,A0207,A02070200,2732244,15,20210809133021,20211002,20211002,http://tong.visitkorea.or.kr/cms/resource/38/2732238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2732238_image2_1.jpg,126.9190988997,35.1577153417,6,20210812091125,0,3,010-7143-8263,제 2회 GSAF 광주소셜아트페스티벌
